"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Chile","17758969","17969356","18209072","18470435","18729166","18952035","19116209","19107724","19100525","19092134","19081134","19067297","19051499","19035769","19023023","19016694","19019665","19033118","19055474","19082007","19106059","19122651","19130085","19129233","19120741","19106217","19086837","19062384","19032175","18996342","18955084","18908560","18856801","18799870","18737917","18671094","18599540","18523385","18442660","18357248","18266990","18171740","18071601","17966722","17857313","17743578","17625727","17503914","17378304","17249277","17117264","16982629","16845576","16706239","16564758","16421274","16275882","16128729","15979970","15829586","15677554","15523886","15368657","15212006","15054039","14894906","14734758","14573705","14411826","14249216","14085966","13922140","13757870","13593277","13428534","13263846","13099361","12935246","12771617","12608590","12446289","12284811","12124295","11964906","11806789","11650120","11495107"
"China","1399453966","1406847868","1414049353","1421021794","1427647789","1433783692","1439323774","1442537386","1444804388","1446207947","1446820388","1446703145","1445906429","1444469564","1442422355","1439787247","1436585898","1432846197","1428608289","1423927323","1418865965","1413472508","1407776488","1401783905","1395488296","1388870292","1381915254","1374630469","1367024922","1359086244","1350797194","1342146350","1333135654","1323773254","1314062444","1304008369","1293619069","1282903748","1271876756","1260559226","1248976547","1237153421","1225106759","1212855398","1200428975","1187860612","1175179597","1162404802","1149552247","1136644082","1123702351","1110745381","1097788121","1084839454","1071902771","1058977319","1046063098","1033167643","1020296924","1007447072","994611115","981785407","968973064","956181633","943417664","930689323","918005044","905369463","892789878","880280871","867859859","855540994","843328593","831225441","819241420","807387024","795668094","784084162","772628983","761292036","750060160","738919075","727854011","716849883","705891449","694963239","684049526"
"China, Hong Kong SAR","7134668","7185992","7243541","7306315","7371728","7436157","7496988","7530727","7566223","7603650","7642760","7682829","7722635","7760533","7794488","7822304","7842121","7852929","7855090","7850512","7842061","7831932","7820702","7807910","7793392","7776664","7757431","7735850","7712273","7686833","7659648","7630822","7600455","7568663","7535606","7501508","7466523","7430777","7394300","7357098","7319106","7280310","7240776","7200517","7159628","7118112","7076006","7033358","6990183","6946547","6902517","6858144","6813479","6768559","6723334","6677720","6631725","6585337","6538666","6491784","6444824","6397880","6351020","6304349","6257989","6212020","6166588","6121762","6077627","6034379","5992206","5951277","5911667","5873420","5836477","5800798","5766316","5733015","5700929","5670100","5640559","5612343","5585408","5559718","5535204","5511739","5489163"
"China, Macao SAR","590210","602093","612824","622578","631633","640446","649342","657778","665764","673330","680505","687326","693824","699967","705781","711265","716430","721271","725811","730093","734173","738082","741856","745497","748982","752319","755523","758569","761487","764261","766881","769343","771645","773796","775772","777567","779178","780583","781809","782854","783724","784422","784959","785335","785571","785661","785638","785495","785244","784907","784492","784009","783493","782932","782320","781636","780901","780095","779226","778302","777326","776298","775232","774132","772978","771764","770489","769143","767746","766355","764997","763705","762489","761382","760384","759559","758893","758432","758163","758062","758126","758344","758698","759161","759746","760418","761173"
"Colombia","46967706","47520667","48175048","48909844","49661056","50339443","50882884","50984786","51099387","51225167","51359838","51500272","51642460","51781545","51912095","52028371","52125430","52200149","52252273","52284752","52302603","52309510","52305882","52290254","52262137","52220695","52165226","52095716","52012392","51915218","51804158","51679167","51540284","51387379","51220084","51037925","50840584","50627969","50400309","50157940","49901368","49631036","49347206","49050022","48739666","48416289","48080093","47731328","47370367","46997818","46614383","46220657","45817031","45403717","44980968","44548948","44107852","43658001","43199690","42733007","42258007","41774800","41283688","40785053","40279223","39766577","39247516","38722448","38191.86","37656.297","37116.346","36572.624","36025.654","35476.016","34924.413","34371.593","33818.252","33265.079","32712.633","32161.523","31612.303","31065.567","30521.943","29982.086","29446.692","28916.501","28392.269"
"Comoros","759390","777435","795597","813890","832322","850891","869595","888456","907411","926492","945693","965002","984415","1003919","1023549","1043283","1063111","1083057","1103110","1123253","1143493","1163805","1184190","1204643","1225168","1245731","1266333","1286976","1307640","1328308","1348958","1369590","1390174","1410709","1431154","1451516","1471738","1491822","1511766","1531563","1551216","1570744","1590119","1609339","1628411","1647258","1665915","1684361","1702572","1720587","1738384","1755987","1773389","1790577","1807545","1824271","1840744","1856952","1872886","1888547","1903920","1918988","1933750","1948191","1962321","1976137","1989637","2002844","2015.725","2028.277","2040.474","2052.312","2063.792","2074.901","2085.633","2096.026","2106.038","2115.707","2125.01","2133.955","2142.536","2150.756","2158.609","2166.099","2173.239","2180.037","2186.509"
"Congo","4736965","4856093","4980996","5110701","5244363","5380504","5518092","5657017","5797801","5940746","6086280","6234721","6386128","6540366","6697444","6857284","7019835","7185084","7352974","7523398","7696200","7871209","8048363","8227585","8408771","8591821","8776657","8963178","9151307","9340925","9531881","9724086","9917446","10111922","10307506","10504202","10701991","10900862","11100778","11301737","11503729","11706766","11910788","12115798","12321860","12529066","12737461","12947063","13157788","13369461","13581865","13794826","14008218","14222018","14436282","14651102","14866509","15082456","15298818","15515309","15731648","15947579","16162965","16377740","16591774","16804975","17017242","17228467","17438.564","17647.433","17855.031","18061.292","18266.136","18469.524","18671.361","18871.59","19070.134","19266.97","19462.072","19655.45","19847.113","20037.08","20225.351","20411.963","20596.925","20780.263","20961.987"
"Cook Islands","17685","17581","17521","17505","17519","17547","17564","17572","17564","17566","17542","17548","17544","17547","17536","17534","17530","17522","17514","17505","17494","17476","17469","17461","17430","17417","17402","17368","17345","17318","17285","17254","17228","17195","17151","17118","17074","17032","16996","16944","16891","16847","16790","16741","16691","16634","16583","16531","16469","16410","16361","16302","16246","16190","16132","16078","16023","15960","15904","15845","15782","15735","15672","15610","15544","15481","15418","15346","15.281","15.209","15.135","15.066","14.988","14.912","14.838","14.756","14.676","14.589","14.513","14.418","14.328","14.237","14.156","14.06","13.971","13.873","13.786"
"Costa Rica","4795390","4847805","4899336","4949955","4999443","5047561","5094114","5132921","5167906","5199446","5227853","5253400","5276290","5296673","5314667","5330345","5343779","5355045","5364335","5371843","5377856","5382547","5386050","5388362","5389365","5388872","5386762","5383015","5377687","5370753","5362228","5352113","5340413","5327106","5312190","5295675","5277529","5257809","5236497","5213607","5189157","5163165","5135632","5106630","5076209","5044473","5011510","4977344","4942028","4905615","4868183","4829787","4790477","4750270","4709177","4667179","4624264","4580481","4535833","4490339","4443986","4396793","4348776","4299985","4250473","4200312","4149563","4098286","4046.535","3994.39","3941.98","3889.397","3836.698","3783.949","3731.223","3678.599","3626.14","3573.916","3521.954","3470.301","3418.985","3368.026","3317.467","3267.319","3217.616","3168.377","3119.629"
"Côte d'Ivoire","22647672","23226148","23822726","24437475","25069226","25716554","26378275","27053629","27742301","28444206","29159503","29888170","30629934","31384161","32149984","32926400","33712604","34508084","35312725","36126588","36949902","37782809","38625101","39476447","40336679","41205578","42083001","42968656","43862311","44763715","45672542","46588538","47511318","48440607","49375998","50317159","51263670","52215196","53171299","54131454","55095070","56061605","57030619","58001740","58974546","59948638","60923612","61899082","62874670","63850005","64824726","65798478","66770900","67741643","68710443","69677005","70641048","71602218","72560156","73514600","74465258","75411849","76354037","77291406","78223461","79149633","80069391","80982409","81888.323","82786.72","83677.149","84559.194","85432.493","86296.768","87152.005","87998.306","88835.64","89663.808","90482.407","91290.948","92088.915","92875.827","93651.257","94414.871","95166.433","95905.739","96632.721"
