"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Ireland","4626852","4652420","4695790","4753281","4818694","4882498","4937796","4977175","5014654","5050455","5084821","5117975","5150083","5181337","5211873","5241811","5271294","5300386","5329193","5357792","5386258","5414645","5442952","5471199","5499341","5527308","5555049","5582520","5609644","5636285","5662257","5687418","5711680","5734984","5757211","5778202","5797855","5816120","5832990","5848460","5862571","5875337","5886782","5896972","5905990","5913999","5921123","5927439","5933031","5938078","5942677","5947001","5951138","5955185","5959261","5963527","5968078","5973002","5978354","5984214","5990663","5997749","6005501","6013901","6022942","6032580","6042744","6053419","6064533","6075946","6087507","6099052","6110520","6121844","6132865","6143435","6153392","6162690","6171293","6179201","6186461","6193089","6199098","6204503","6209313","6213518","6217108"
"Isle of Man","83488","83232","83296","83610","84073","84589","85032","85410","85737","86028","86313","86598","86892","87180","87449","87728","87995","88252","88500","88753","88978","89194","89401","89599","89777","89941","90102","90243","90372","90492","90579","90660","90708","90736","90741","90748","90747","90754","90752","90760","90764","90779","90797","90807","90836","90875","90927","90982","91048","91134","91220","91332","91436","91572","91708","91856","92009","92171","92336","92504","92683","92858","93030","93193","93376","93545","93711","93870","94014","94175","94318","94451","94582","94707","94833","94951","95067","95172","95277","95382","95498","95594","95713","95825","95936","96062","96202"
"Israel","7854216","7978496","8108984","8243849","8381507","8519373","8655541","8798403","8943699","9091117","9240404","9391436","9544208","9698763","9855314","10014061","10175186","10338764","10504629","10672371","10841435","11011404","11182135","11353692","11526255","11700086","11875407","12052217","12230429","12410009","12590921","12773093","12956516","13141223","13327164","13514353","13702765","13892393","14083221","14275241","14468443","14662802","14858323","15054974","15252727","15451575","15651474","15852434","16054434","16257403","16461231","16665860","16871273","17077470","17284523","17492517","17701531","17911584","18122627","18334646","18547590","18761417","18976113","19191655","19408060","19625315","19843416","20062358","20282068","20502477","20723507","20945076","21167134","21389629","21612549","21835857","22059541","22283551","22507825","22732303","22956911","23181612","23406319","23630996","23855608","24080086","24304413"
"Italy","60409622","60578489","60663068","60673694","60627291","60550092","60461828","60394021","60304553","60196117","60071255","59932288","59781392","59620521","59451457","59275767","59094695","58909168","58719658","58526156","58328347","58125684","57918311","57705689","57485909","57256404","57015156","56761543","56495381","56215668","55921424","55612042","55287124","54946919","54592395","54225013","53846007","53456119","53055756","52645472","52225732","51797228","51360865","50917839","50469627","50017880","49564204","49109596","48655235","48203117","47755447","47314015","46879895","46453664","46036031","45627485","45228395","44839133","44459813","44090184","43729743","43377986","43034716","42699585","42371611","42049607","41732516","41419795","41111100","40805828","40503452","40203485","39905518","39609242","39314329","39020537","38727634","38435506","38144075","37853324","37563317","37274148","36985952","36698936","36413352","36129482","35847690"
"Jamaica","2875137","2891024","2906242","2920848","2934853","2948277","2961161","2974728","2987879","3000550","3012687","3024236","3035171","3045459","3055022","3063885","3072001","3079342","3085907","3091662","3096631","3100764","3104106","3106627","3108357","3109327","3109548","3109037","3107820","3105923","3103383","3100241","3096524","3092230","3087391","3082024","3076141","3069751","3062857","3055480","3047607","3039218","3030334","3020954","3011087","3000732","2989884","2978571","2966773","2954496","2941733","2928498","2914775","2900591","2885961","2870861","2855333","2839378","2823009","2806274","2789194","2771785","2754095","2736129","2717946","2699570","2681046","2662400","2643672","2624870","2606039","2587202","2568373","2549570","2530818","2512126","2493505","2474971","2456501","2438119","2419785","2401492","2383238","2364984","2346727","2328447","2310101"
"Japan","128168630","127985139","127763267","127502728","127202190","126860299","126476458","126058228","125597703","125096895","124557993","123983353","123375564","122737389","122071704","121381477","120669503","119938197","119189343","118424039","117642923","116846965","116037589","115216822","114386916","113550328","112709218","111864804","111018146","110170919","109324787","108481030","107640168","106802263","105967411","105135483","104305993","103479095","102653878","101827390","100995824","100156218","99307818","98450809","97584313","96707672","95820687","94923491","94016984","93103060","92184197","91262783","90340197","89417988","88499071","87586770","86684040","85792186","84912619","84048268","83202360","82377209","81574209","80793061","80032144","79288698","78560553","77847043","77148125","76462901","75790369","75129610","74479825","73840145","73209455","72586485","71970202","71359750","70754549","70154141","69558125","68966094","68377643","67792264","67209426","66628569","66049028"
"Jordan","8918822","9266573","9554286","9785840","9965322","10101697","10203140","10234915","10274603","10322088","10377598","10441555","10514788","10598358","10693536","10801673","10923741","11059930","11209224","11369272","11536826","11709125","11885261","12064594","12245041","12424271","12600502","12772617","12940360","13104034","13264524","13422434","13577713","13730079","13879902","14027634","14173636","14318098","14461099","14602999","14744215","14885048","15025623","15165933","15305916","15445406","15584257","15722461","15859938","15996429","16131582","16265129","16396936","16526990","16655158","16781384","16905580","17027710","17147784","17265776","17381797","17495856","17608014","17718325","17826903","17933907","18039480","18143700","18246650","18348486","18449367","18549457","18648820","18747490","18845556","18943099","19040172","19136785","19232899","19328480","19423428","19517667","19611089","19703592","19795058","19885361","19974368"
"Kazakhstan","17302619","17572010","17830902","18080023","18319616","18551428","18776707","19025727","19266161","19499450","19727056","19950486","20171296","20391058","20611352","20833684","21059392","21289377","21524061","21763226","22006252","22252649","22502411","22755674","23012126","23271362","23532979","23796778","24062422","24329221","24596349","24863127","25129292","25394693","25658990","25921870","26183148","26442675","26700570","26957186","27213070","27468723","27724264","27979847","28235947","28493098","28751725","29012068","29274210","29538257","29804279","30072280","30342342","30614514","30888655","31164655","31442334","31721677","32002638","32285080","32568793","32853655","33139565","33426452","33714397","34003482","34293752","34585158","34877554","35170860","35464984","35759784","36055139","36350898","36646888","36942930","37238799","37534293","37829193","38123283","38416284","38707946","38997986","39286123","39572016","39855351","40135785"
"Kenya","46700063","47878339","49051531","50221146","51392570","52573967","53771300","55047510","56370972","57734209","59131260","60557573","62010229","63487723","64989831","66517172","68070098","69647452","71245500","72857494","74474928","76091414","77704057","79313134","80919527","82525550","84133064","85741818","87351279","88962862","90578336","92199237","93825896","95458616","97098726","98747802","100406840","102076147","103755185","105442923","107137800","108838427","110544089","112254086","113966786","115680372","117393176","119104299","120812864","122517377","124216192","125908063","127592170","129268199","130936165","132596337","134249002","135893947","137531096","139161021","140784513","142402207","144014288","145620756","147221680","148817156","150407204","151991877","153571203","155145152","156713652","158276619","159834001","161385672","162931377","164470759","166003526","167529487","169048498","170560507","172065429","173563165","175053551","176536407","178011486","179478467","180937017"
"Kiribati","109387","110927","112529","114153","115842","117608","119446","121689","123941","126207","128479","130751","133028","135310","137591","139888","142177","144476","146777","149084","151398","153717","156061","158401","160764","163164","165585","168048","170539","173059","175619","178190","180780","183392","186024","188677","191355","194042","196747","199474","202225","204971","207754","210545","213348","216157","218946","221755","224541","227333","230133","232940","235748","238565","241399","244230","247080","249937","252795","255673","258573","261486","264404","267359","270321","273285","276268","279255","282250","285242","288248","291259","294259","297276","300286","303278","306267","309242","312207","315137","318083","320984","323902","326800","329677","332553","335402"
